4323	67	4323
4323	132	1025
4323	83	2737
4323	67	2737
1146	163	3833
4323	132	4323
399	85	2478
3185	75	1924
3636	8	2178
3636	8	609
1268	21	2581
3636	8	3761
3668	104	2601
3668	75	1789
1474	89	1219
3668	75	54
1474	137	4031
1474	132	4031
3633	137	3668
3668	97	2487
3668	163	2487
3633	132	1394
2302	21	3761
3668	97	446
2302	105	3761
2302	105	446
3668	21	2796
3668	163	909
3668	110	909
3668	215	909
2302	149	358
4031	137	1474
4031	132	1474
3668	137	3633
3668	137	1394
3633	137	1394
3668	132	1394
3633	132	1394
3891	105	3475
3862	167	3289
3862	137	3289
2487	104	2601
317	85	2812
1278	83	4535
317	187	2812
3047	84	2073
3047	159	2073
2793	186	54
2149	97	2345
1158	83	1543
1158	110	1543
4081	83	2706
3047	83	2287
3959	83	2929
4081	163	2929
1158	101	4381
3047	108	4415
2869	163	4415
3047	62	4415
1025	132	4323
2487	75	3668
2487	104	3668
1394	137	3668
1394	137	3633
3047	8	1158
1559	137	4242
1394	75	4242
4509	21	548
1158	24	548
1394	24	2669
1158	113	56
1394	24	2669
1394	24	548
3047	8	886
3047	121	886
1158	149	886
3348	8	995
1158	163	1085
1025	83	591
1025	199	4478
3047	137	3068
1158	165	3068
1394	131	3068
3047	84	1609
3047	159	1609
1394	24	3162
1559	21	3397
1158	85	3397
2869	97	904
1158	28	3397
2731	83	904
1025	137	904
1025	163	904
2731	8	904
4054	8	904
1025	8	904
1025	149	904
1025	110	904
3047	108	904
2869	163	904
1158	75	904
1559	104	904
1158	28	2826
3047	163	3920
1158	8	3170
1158	101	3920
3047	83	1866
3047	47	72
3047	83	1310
3047	8	3302
3348	8	2023
3959	133	2754
3047	121	2023
1158	149	2023
3047	163	4178
3047	75	4178
1278	56	1095
4203	137	440
3047	97	3152
946	204	1173
1158	185	4552
2581	149	2968
1158	113	479
2581	50	2663
1394	21	909
3047	21	909
3047	97	1207
3047	188	909
3047	188	2599
3047	188	909
1394	163	909
3047	75	909
3047	215	909
1394	50	710
1394	215	710
1394	215	909
3047	97	1207
1035	133	4491
3862	167	804
3862	137	804
3862	167	804
3862	137	804
2793	163	3907
2793	8	3907
1049	83	909
2844	22	1696
1278	134	2073
1025	21	2650
1025	21	904
1262	134	3171
2632	70	610
2632	110	610
1329	163	904
1158	113	610
1158	196	610
4143	24	909
1505	163	1860
242	163	135
1513	186	490
3777	215	1399
3777	215	1398
2392	50	2601
2392	75	54
4242	137	1559
4242	163	1394
1495	83	3392
1495	83	3603
3074	74	2345
3074	74	3047
89	149	494
899	130	494
2280	37	3615
1835	133	1158
3243	110	2970
3243	110	904
3758	75	1205
1749	50	479
2075	50	4144
2075	50	756
2075	50	2681
281	83	1158
1390	163	3907
2669	137	463
548	137	212
548	165	212
2669	21	1158
2669	21	4509
548	165	4393
548	165	3047
2669	105	1158
2669	113	1158
2669	21	2632
548	113	2632
2669	21	548
548	165	548
2669	189	548
2669	8	756
2669	21	2573
548	113	3490
610	113	3068
548	113	3490
548	165	568
2669	105	2239
2669	215	2239
548	113	3761
2669	113	1158
2669	137	463
2669	21	3047
2669	105	1158
2669	21	2632
548	8	1158
2669	21	2036
610	165	1881
2669	105	2239
886	75	54
886	8	3810
886	28	2287
1756	163	1656
1756	50	325
1756	50	2613
1756	50	1656
886	75	1486
886	222	899
1756	110	886
886	223	886
494	22	2354
886	75	3779
886	113	814
886	137	3025
886	21	3302
1756	21	3302
886	97	3302
886	137	2754
886	8	2754
886	8	2023
494	111	3302
1756	223	2023
1756	19	2023
1756	50	2023
886	127	2023
1756	163	2754
1756	110	2023
1756	50	2754
1756	110	3483
886	75	2872
886	75	1037
886	21	1662
886	75	1662
494	37	4536
886	37	479
494	84	4536
1756	8	1735
886	111	909
886	222	909
1756	212	1735
1756	163	1656
1756	223	2023
1756	8	1735
1756	212	1735
886	97	3302
886	137	2206
886	149	886
494	110	494
3846	75	239
3040	75	54
2542	137	2929
3040	75	1486
3040	21	1513
3040	137	3040
3040	75	3779
3040	75	2872
3040	137	197
3040	75	611
3040	75	1037
3040	137	3040
3040	113	1711
995	8	3047
995	8	886
995	137	1735
995	149	1735
995	50	886
3028	163	494
2206	137	886
2206	137	2023
3028	163	2754
3028	137	2023
2206	137	2968
2036	21	3490
3028	137	2968
1924	163	3289
1924	222	54
1924	75	3647
1924	163	3185
1924	75	1924
1924	163	909
1924	163	1924
1085	83	1025
1085	75	1158
1085	212	1025
2354	97	886
1203	152	591
3511	83	3927
1203	149	591
3821	8	904
3821	189	904
2354	97	3302
3821	85	2796
3821	66	909
1203	75	909
2815	22	909
3332	22	4451
3915	24	909
1085	212	909
1085	83	909
1085	212	909
427	24	399
427	24	909
3779	163	874
3779	163	54
3779	75	54
3779	163	1486
3779	75	1486
3779	163	886
3779	163	3040
3779	163	2872
3779	163	1037
3779	75	1037
1050	22	1601
3571	165	814
1050	22	4552
1050	22	1601
1050	22	4552
1050	97	3420
2627	83	1158
4144	50	2075
756	50	2075
4144	50	2681
3927	8	3612
3927	87	3047
235	121	1085
2698	83	1659
2603	222	3460
3927	97	1205
3927	28	909
4478	83	3549
2698	83	909
4478	163	909
3927	163	1205
4478	163	3180
2698	8	909
3927	8	909
2698	111	909
2924	75	4412
2924	215	1505
2991	167	2601
3068	186	2721
3196	113	3475
3068	114	3810
2991	215	3810
3068	137	3047
2991	199	1505
3068	21	548
3068	97	886
3490	163	3223
2991	21	822
2991	215	1866
3068	97	3302
2991	167	197
2991	21	1455
2991	50	1455
3109	83	909
3068	163	909
3068	75	3624
1609	132	909
1609	196	909
1609	215	1207
1609	215	909
3254	21	2839
3254	50	2839
814	110	886
814	49	3821
814	110	3821
803	21	3223
803	21	904
803	97	904
814	49	2754
814	110	2023
814	110	2754
68	215	3665
814	75	2754
1059	163	909
704	83	3269
2327	21	2057
2108	8	4535
2737	83	360
2737	67	360
568	222	3170
568	50	3170
568	165	2808
1707	53	2691
4300	75	900
1270	75	3956
4300	75	900
3792	21	3792
904	186	2755
904	137	2755
904	104	2839
904	30	2839
904	97	2869
904	83	1158
904	83	2869
904	137	1025
904	75	1025
904	8	1158
904	8	1025
904	8	2869
904	104	1158
904	189	3821
1569	97	2698
904	187	4386
904	21	2924
3223	21	3490
904	97	3490
1782	152	3068
3223	163	3490
3397	67	2671
1172	199	904
1172	62	904
904	187	904
904	21	904
904	19	904
904	21	904
904	75	1842
904	21	1151
3397	84	2663
904	110	2970
1172	199	1172
904	110	904
1172	199	904
1172	62	904
904	62	4415
904	8	3047
904	8	904
904	163	1158
904	75	2869
904	108	904
904	121	3397
904	110	904
904	62	904
904	104	904
904	163	904
904	75	1329
904	75	904
3538	83	1158
3804	140	1158
3548	215	4514
3108	132	1866
3108	121	1866
3266	163	909
454	75	1789
454	72	1866
454	72	3956
3628	50	4514
3628	21	3183
3920	75	3047
2239	165	4393
3170	114	1025
2826	110	1158
3170	50	1158
2826	113	1158
2239	113	610
2239	110	610
2826	97	1756
2239	122	886
3170	114	1756
2826	21	1756
2826	223	1756
2826	83	4569
2826	85	3068
1842	163	904
2826	85	479
2826	83	909
883	97	3420
822	21	1455
822	50	1455
4401	121	1050
1117	75	239
4426	21	3047
1026	97	2869
1026	83	2869
1026	24	1158
1866	215	2991
1866	72	454
1866	97	1866
1866	83	1866
1310	83	1866
1866	72	3956
308	133	3967
4480	75	2601
4480	75	197
3615	37	54
3615	97	947
3615	203	1843
3615	131	1843
3615	110	1996
3615	149	3202
3615	83	3074
3615	203	3074
3615	131	3074
3615	110	3571
3615	1	446
3615	75	909
3615	111	909
3615	138	1430
3302	28	2287
2754	163	1656
2754	50	325
2754	50	1656
3302	21	886
2754	97	1756
2023	97	886
2023	166	886
2023	83	1756
2023	8	494
2754	121	886
2023	149	886
2754	110	886
3852	50	886
2754	223	886
2023	163	886
2023	83	1756
2023	137	2206
2023	113	814
2754	163	814
2754	163	2754
2754	50	2754
2023	166	3483
3302	75	1662
2023	222	1207
2754	75	1756
2754	75	2754
2754	50	2754
2023	137	3028
4496	113	886
4496	113	2023
2872	163	874
2872	75	1486
2872	163	886
2872	163	3040
2872	75	3779
2872	75	1037
4178	163	3047
4178	75	3047
4178	74	2869
2681	50	2075
2681	50	4144
2681	50	3393
2684	163	744
1151	199	1158
2109	110	1398
2109	19	1398
1938	37	2287
197	137	3040
611	163	3040
197	113	3040
611	33	883
197	163	4480
2109	85	3884
197	137	1711
197	113	1711
440	165	3668
440	21	4203
440	137	4203
440	165	4133
446	22	1924
4263	22	1924
1711	137	197
446	134	909
446	163	749
1037	163	874
1037	163	54
1037	163	1486
1037	75	1486
1037	163	886
1037	163	3040
1037	163	3779
1037	75	3779
1037	163	2872
1043	97	3152
1662	21	886
1662	163	886
1662	21	3302
1662	163	3302
1173	163	54
1173	75	900
479	113	3047
479	50	1749
4536	37	494
479	37	886
2968	137	2206
479	113	3047
2968	137	3028
900	163	4300
3956	163	1270
900	163	4300
3956	72	454
3956	72	1866
900	163	1173
3956	50	18
2775	212	886
2775	149	1735
330	163	1860
2663	50	3183
330	215	774
330	215	2929
1455	110	4415
2663	50	2581
330	215	1505
18	62	4478
1455	110	904
1455	20	2776
330	215	909
909	100	1440
909	196	2601
909	104	2812
1207	131	2812
909	137	2073
909	75	2073
909	110	2073
909	33	2073
1205	24	54
2796	163	571
909	163	571
909	21	1860
909	85	1873
3665	97	774
909	166	1860
2599	188	1860
909	188	1860
909	83	3810
909	163	1860
909	8	1860
909	131	3810
710	50	774
3549	50	1873
909	50	3810
4451	50	3810
909	215	1873
909	215	3810
710	215	1860
909	215	1860
2599	215	1860
2599	215	1873
909	215	3810
4451	215	3810
1735	185	952
909	83	4557
909	121	942
909	50	2613
909	215	2613
2599	215	2613
909	97	3647
909	83	77
2348	83	3647
909	153	4415
909	186	4415
909	137	550
909	163	4415
287	104	77
909	75	3668
909	110	3668
4324	110	3668
909	215	3668
909	21	4038
909	83	1843
909	163	3047
2796	8	4038
909	8	4038
2796	8	4038
909	24	3047
909	222	4038
909	87	3047
909	24	4143
135	75	242
909	19	1505
1205	163	3758
1205	215	3758
909	222	548
1735	212	886
909	114	1756
909	114	886
909	100	2220
1735	137	995
909	75	1924
909	83	3821
4005	83	3821
909	163	1203
909	22	3610
3	222	1085
4005	131	3821
909	21	3571
909	100	2251
909	97	3927
1205	75	3927
1	8	2698
909	215	2603
909	97	488
909	75	3068
909	132	1609
1207	8	1609
909	110	1609
909	165	814
909	75	1059
3888	110	3397
909	75	3266
909	28	2826
909	163	3615
909	24	3615
909	140	3615
2209	8	900
909	100	2775
2106	21	909
909	22	909
909	33	909
2599	33	909
909	33	909
710	33	909
909	215	909
710	215	909
2599	215	909
909	85	475
2209	187	909
723	149	909
909	21	909
2599	160	710
3388	149	909
3388	110	909
1	70	909
1712	163	1365
909	75	1365
909	28	909
909	8	1547
909	83	3810
909	97	2613
909	50	2613
909	21	909
909	110	909
909	33	909
2599	33	2325
2599	215	2325
909	215	909
909	85	2812
909	187	2812
909	83	2929
3624	163	3068
2623	189	3068
2623	105	3068
358	8	833
909	188	909
909	188	2599
909	215	909
1075	21	909
3388	149	3388
3388	110	3388
909	121	1085
909	28	2698
3420	21	610
1365	100	2475
1365	100	909
1365	100	2325
1365	100	909
909	50	909
3549	50	3549
1365	100	909
1365	163	909
1365	75	1712
804	137	3862
3907	75	2793
3907	75	1390
749	75	446
593	163	593
3289	163	3185
3289	75	138
3289	75	904
1062	85	2809
2178	21	2573
2601	137	550
410	163	1505
2601	8	1924
609	8	1924
609	50	1924
2601	28	1073
1717	8	465
2601	21	4263
609	163	1700
561	152	909
561	106	909
3639	198	1365
1440	83	1440
3110	75	3486
4029	50	2655
3110	83	3348
3110	163	3348
3110	97	3490
3486	163	3110
3486	165	3110
3486	163	2684
3486	75	2684
3110	97	3490
3110	58	4029
3219	166	3668
4501	166	1474
3219	165	446
3219	8	909
4501	8	1712
239	21	3289
1219	134	3668
4535	83	3668
3475	136	1474
4535	220	1501
1767	185	1158
2189	83	771
1219	8	909
2812	100	4076
2073	75	2073
2073	163	2073
1339	75	4381
2328	85	774
2328	100	3810
54	140	1843
54	28	3262
54	131	54
1991	21	4323
3810	8	609
3810	138	3110
3810	138	3486
3810	215	2706
1860	163	4415
1860	24	1158
3810	142	2669
3810	21	2924
3810	110	4341
3810	110	2239
3810	21	3812
3810	21	909
1873	83	909
1873	83	2599
1873	163	3203
1860	163	4477
3810	163	1712
1312	75	1430
1873	84	909
3810	24	4274
3810	110	3359
3810	110	909
3810	110	3359
3810	35	909
3810	33	4274
1860	33	2106
1873	19	909
1860	19	909
1860	50	909
1860	215	710
1860	215	909
3810	215	909
1860	215	909
1860	215	2599
3810	215	2821
1860	215	710
3810	21	909
3810	85	1712
3810	185	4506
1860	24	548
1860	21	501
1860	21	3792
1860	21	904
952	163	2287
3301	97	3096
321	85	321
4484	19	2910
3015	108	1219
4381	163	1339
2287	75	952
1656	50	255
1656	206	1805
4381	21	3196
2970	149	814
314	50	4341
314	50	822
2929	97	909
3015	215	909
3015	215	4076
3015	215	909
2910	186	2809
2434	132	2434
2434	186	1557
2434	132	4038
4479	165	1557
2434	186	3152
2434	83	4055
2434	132	2434
4055	186	1557
2434	132	4038
2434	132	3152
744	84	3185
744	166	3668
1649	166	1474
744	8	1394
744	58	1394
744	75	3203
744	8	909
1649	8	1712
4061	28	4061
4061	85	1158
3647	97	3289
550	137	2601
4415	75	1860
550	137	1474
4415	75	2827
77	110	909
3647	163	3979
4323	129	2706
4323	50	2706
360	110	4323
4323	137	3047
4323	132	3047
360	110	3047
1146	43	3821
1146	121	3821
1146	70	3821
360	215	330
4323	21	3420
4323	97	3420
4323	8	1949
4323	8	3016
2334	28	3262
2334	131	3262
3185	75	3289
1268	21	2581
3668	136	3475
3668	104	3810
3633	113	2839
1474	137	550
3633	137	3668
1144	75	4081
3633	132	1394
3668	97	2967
3668	8	909
1474	8	1712
3668	110	3668
3633	113	2839
3668	137	3633
3633	137	1394
3633	132	1394
138	163	3289
3047	163	593
4203	74	2601
4203	8	2601
3348	75	3110
3348	8	3110
3348	104	3110
1158	131	3110
1559	24	3110
4085	21	3110
3348	21	1219
946	210	1336
3047	8	1949
3047	85	1531
3047	83	4055
1557	186	2434
4038	132	2434
3047	83	4055
1557	186	4055
4038	132	2434
4038	84	744
3047	85	4061
3047	28	4061
3047	137	4323
3047	132	4323
4038	84	3185
4081	163	1144
1394	137	3633
3047	185	1025
1394	163	1505
3047	83	1320
3348	132	861
2731	8	2669
3118	21	548
3047	8	548
1158	50	4499
1559	105	842
3047	21	2603
2149	83	1231
3047	83	2603
1158	137	1231
3047	181	2603
3348	97	3490
1158	68	1226
1158	131	4341
1025	187	1004
1025	101	1004
1158	105	2239
1025	110	1004
1158	50	2594
1356	21	822
3047	121	4475
3047	8	1095
3047	113	1095
1557	186	3152
3047	132	3152
3047	132	1043
3047	132	3152
1158	185	4552
1158	21	909
3047	188	909
3047	188	2599
3047	75	909
1394	185	2106
3047	187	1207
1158	19	909
3047	215	909
3047	24	1696
3047	8	3016
3959	21	2809
3047	21	2809
3047	83	3800
1356	186	624
1394	137	624
3047	163	2809
1356	21	3002
1786	166	3193
1786	8	3193
2632	110	610
2632	50	2239
1505	75	410
1505	75	1394
3828	8	1158
1505	75	904
1505	163	909
1505	75	909
1505	75	4274
1749	68	1226
861	132	3348
3442	83	1717
2669	142	3810
548	150	1394
2669	21	548
548	97	548
548	165	548
2669	21	2036
548	97	2036
548	134	2573
548	70	2573
548	85	1387
610	83	276
548	137	2239
548	165	2239
548	50	2239
548	215	3170
548	8	548
2669	21	2036
1756	133	325
1756	67	886
1756	83	2754
1756	132	2023
1756	107	2023
886	133	325
1756	133	325
886	83	2754
1756	83	2754
2036	165	3047
2036	21	2632
2036	21	548
2036	134	2573
2036	70	2573
1924	75	465
3915	189	561
1203	118	3110
408	21	1312
3821	43	1146
3821	55	4323
3821	70	1146
408	110	548
1085	8	1059
408	97	909
1085	83	909
2978	186	1699
408	126	909
3915	189	909
1085	121	4186
3915	129	909
3915	50	909
408	215	909
4257	8	4202
2251	185	4381
1231	121	1158
4478	108	2669
4478	8	548
4478	8	2669
4478	113	568
4478	108	2239
2077	165	4323
2412	21	1860
3068	83	2970
2573	5	1474
2967	121	2922
3068	84	3047
3068	21	548
2412	21	548
2070	100	4144
2412	50	2239
2991	97	1465
2991	186	2325
1595	163	909
2070	100	909
3068	165	1207
2475	105	2125
2572	196	909
4341	50	3110
4341	129	3486
4341	57	314
568	50	2302
1707	163	2826
1270	166	3193
1270	8	3193
904	163	3289
904	22	2967
904	21	354
904	21	3792
3397	22	904
1569	75	909
1569	75	3888
904	83	904
904	163	1505
3397	22	3397
2917	163	3180
3266	163	909
465	166	1924
465	163	1924
465	8	1924
2826	110	4323
2239	24	1158
2594	50	1158
3170	8	548
3170	122	610
2826	83	4569
2826	75	1707
3170	133	625
2826	83	909
822	57	314
822	206	1805
1866	83	2603
1866	83	72
2621	85	2621
3480	75	611
3615	131	3074
4116	51	3432
2023	132	1756
2023	165	886
2023	107	1756
2023	101	886
3302	191	2803
3302	191	909
684	83	548
684	30	276
444	83	2906
2684	163	3486
2684	75	3486
2684	165	3486
611	163	3480
4094	166	909
440	8	2910
440	8	1095
440	113	440
1463	22	239
4263	133	548
446	133	2669
446	133	548
4263	133	548
4263	131	2669
4263	137	446
4263	133	548
446	137	4263
446	132	4263
2505	83	4263
446	137	4263
446	132	4263
3152	186	4055
3152	132	2434
3152	186	1557
3152	132	3047
1043	132	3047
3152	132	3047
1043	108	548
1662	152	314
1173	37	3579
1173	37	1043
1700	75	609
4552	83	1158
3554	97	2967
531	8	4202
1641	3	1641
1641	3	909
2775	75	909
330	215	2027
1455	83	761
1465	83	2545
3359	110	1062
3888	21	1219
909	83	4535
4304	83	239
909	108	1219
909	8	4535
4076	149	2288
4304	222	239
710	21	1860
909	85	1873
909	85	3810
4274	97	3810
1430	163	1312
4477	75	1860
909	104	3810
3728	22	3810
2726	22	3810
909	22	3810
1699	110	3810
1699	35	3810
909	50	1860
2599	50	1860
909	215	1873
710	215	1860
4195	215	3810
2599	215	774
4451	21	1543
909	70	501
909	70	1543
909	81	4523
1291	110	1543
909	28	942
909	108	3015
2232	133	4381
909	19	2929
909	215	2613
710	215	2613
3203	163	744
2827	163	4415
287	104	77
909	166	3668
1712	166	1474
909	83	3668
909	137	3668
4324	110	3668
909	153	4038
2106	185	1394
909	84	3047
710	215	1394
909	215	3047
909	83	242
4274	163	1505
909	75	1505
909	83	3074
909	21	548
909	108	2669
909	8	548
909	8	2669
2827	8	548
909	8	2669
1699	186	2978
909	185	408
3888	185	408
909	104	1629
3888	131	3915
909	97	3927
2325	222	2538
909	21	3196
1712	21	3196
2325	186	2991
2599	33	3742
2599	215	3742
909	196	2572
909	113	568
3888	163	1569
3180	75	2917
909	75	3266
909	140	3615
909	163	2775
909	50	330
1430	163	909
909	110	909
1205	110	2106
710	50	710
1291	215	4053
710	215	909
909	110	909
909	21	358
909	85	909
909	24	358
909	104	909
2325	163	909
2599	21	2525
909	21	1547
2724	163	1547
1896	85	3810
909	83	3810
909	215	3810
3329	215	2541
2599	33	3742
2599	215	3742
909	163	909
909	75	1430
909	75	909
1896	85	1712
3359	110	2308
3359	110	3359
1075	28	909
1075	83	909
909	187	1207
909	215	909
909	24	1696
909	83	3821
909	189	909
909	24	909
909	129	909
909	50	909
909	110	3359
909	110	909
1365	215	1394
3420	8	1924
1365	100	2475
3420	8	3717
909	97	1465
1365	100	909
1365	50	710
1365	100	909
3979	75	3647
1459	8	4202
2331	108	1158
4506	83	4506
2809	37	3289
2809	21	3475
2809	24	239
2809	186	2910
2809	83	1158
624	186	1356
624	137	1394
2809	137	3047
2809	75	3047
2809	83	2809
624	8	2809
2809	137	4394
2809	83	1062
2809	83	2809
2809	8	2809
1547	75	2724
1547	22	2724
4476	83	4535
4476	8	4535
4394	186	2809
4394	137	2809
2349	49	593
593	134	593
593	149	3018
2691	24	3018
3748	75	1860
2349	50	2613
593	163	1025
3748	50	1025
593	166	2991
593	96	2991
3748	75	1365
3018	152	2613
2349	50	2613
3289	215	1559
3289	137	2677
3289	113	1285
3289	137	1207
4412	186	3475
609	50	494
2601	101	1208
410	186	454
410	163	454
2601	196	909
294	22	294
930	199	1505
1823	163	1441
3475	186	4412
3475	108	3817
4535	56	3817
3475	108	3817
3475	107	4203
239	21	3196
239	75	3068
3475	166	909
1339	215	1339
2073	97	4557
2073	186	4381
2073	8	4381
1283	22	2504
1029	75	2289
1339	110	1339
54	108	3636
54	108	2302
54	185	548
54	108	446
1991	149	2077
1362	21	4381
2326	163	1505
4235	75	4235
4235	75	2036
4235	163	4235
403	110	550
403	35	550
403	35	909
403	110	909
403	35	909
31	131	947
1398	215	4556
31	131	2345
4556	215	3289
4556	215	1398
4556	189	2345
4556	113	2345
4556	29	2345
4556	189	3047
4556	113	3047
4556	29	3047
2345	50	3810
2345	137	3074
2345	110	3074
2345	50	2345
2345	50	2991
3810	108	609
1312	110	403
3810	50	2706
3810	50	2613
3810	215	2613
1873	215	2613
3183	200	2613
3810	111	1394
3810	21	1505
1860	97	242
3810	50	3443
3810	142	2669
3183	68	1866
3810	50	330
3810	215	330
3810	28	909
1873	83	909
1873	83	2599
3810	22	909
1312	110	909
3810	110	909
1873	19	909
3810	50	909
1873	50	909
3810	215	909
3810	215	1479
1860	215	909
2013	97	3420
1860	24	548
1860	21	3549
1860	163	3748
3301	163	1356
1543	110	909
1543	33	475
3817	108	3475
4490	75	512
512	75	1207
3817	108	3475
512	163	4490
3430	97	1231
2613	85	593
2839	8	2043
1441	75	1823
4381	186	2073
2613	19	1860
2613	215	1860
4381	163	4415
4557	83	1094
4557	163	1094
2839	21	3959
2839	70	2869
2839	113	1158
2839	165	548
2287	222	2206
2839	165	2036
4381	22	3068
2929	75	3706
2287	85	909
2287	85	1712
2929	137	3388
4381	22	909
744	100	1656
744	28	2823
550	165	3289
4415	75	4381
3647	163	242
426	137	2206
3647	50	2627
4415	8	1712
4415	8	2107
77	72	275
4415	185	2107
77	83	3668
77	83	1474
399	8	3668
399	108	4183
4238	105	909
1567	8	4045
1736	21	3068
3636	108	54
1094	75	4557
3636	108	2302
3636	108	446
3636	137	2775
3636	75	2775
3668	83	2601
2302	108	54
3633	113	2839
2302	108	3636
3668	97	2967
3668	21	1584
1474	21	1584
3633	108	822
2302	108	446
3668	151	479
1474	21	909
1474	186	4202
138	160	909
3014	83	77
3014	206	77
3047	21	593
1025	75	593
3047	21	2691
4203	28	1260
891	97	3269
1158	110	403
1158	24	2345
1954	166	2786
1394	222	3810
1356	75	3301
3959	97	2929
2581	137	2839
1843	169	744
1158	110	550
1843	169	3636
3047	8	138
1394	22	3443
3047	163	548
3724	165	548
3047	70	548
4509	105	548
3724	165	548
1559	28	886
3047	75	886
1559	222	886
3047	21	2310
3959	167	205
3047	137	2603
4081	8	2240
1025	75	2991
1158	131	3068
3047	137	1793
3047	222	814
3047	105	814
2487	165	4052
1158	131	2826
1158	50	2239
4509	222	3615
3112	110	2954
3112	110	3615
1278	149	2703
1158	185	4552
3047	21	909
3047	188	909
3539	83	2599
1025	137	2325
3047	163	909
1158	110	909
1394	110	2796
3047	215	909
1394	110	2106
1158	110	909
2487	8	301
1278	149	1744
1262	21	2669
2632	21	2573
4028	100	2073
101	222	1495
1805	166	690
1805	206	690
1805	166	822
1805	206	822
1505	75	2326
242	75	3647
1505	75	909
1505	215	909
4228	150	4228
3074	137	2345
3074	110	2345
3074	186	3375
899	21	3405
1076	110	1312
2669	142	3810
548	98	2839
548	165	2839
2669	21	1158
548	21	3047
548	97	1158
548	97	4203
548	75	3047
2669	113	1158
2669	21	1231
2669	149	1231
548	22	2573
610	113	3068
610	110	3096
548	194	568
548	8	3170
548	8	2239
548	105	2239
548	50	2239
548	215	3170
548	105	909
548	149	1696
610	75	3068
2669	21	1158
548	97	1158
548	113	1158
2669	113	1158
548	21	548
2669	21	2669
2669	195	2669
2669	21	1231
2669	149	1231
548	21	2573
548	83	2239
548	8	2239
494	83	2601
886	163	3047
886	21	3852
886	21	2754
494	75	2023
494	165	2023
886	8	3483
494	222	1455
886	28	886
886	222	886
2206	137	426
2206	137	1059
2036	28	4412
2036	98	2839
2036	165	2839
2036	21	4203
2036	165	1158
2036	165	548
2036	8	2239
2036	163	4235
2036	97	1158
2036	113	1158
2036	21	548
2036	21	2573
2206	137	2839
2354	70	744
3645	24	2049
3645	105	2049
3915	21	909
3915	80	909
3915	80	2107
3915	80	1712
3915	80	909
3915	186	1712
408	110	2046
408	50	2046
3610	22	358
3375	186	3074
3195	132	168
2627	50	3647
745	108	399
745	108	301
1670	21	1025
1670	21	1670
2698	203	4535
2603	137	3047
2698	169	548
2698	203	548
